chisq_1502,m_{\chi_1^0} (GeV),m_1 (GeV),m_2 (GeV),tan \beta,\mu (GeV),\Omega_{\chi}h^2,\sigma_{SI},\sigma_v (Km/s),A_t (GeV),m_A (Ge V),m_Q3 (GeV
38.6342844644,95.153831699999998,99.8789128514,111.007777825,8.10437683929,351.377736557,5.6525502822439948E-002,7.9298440185706E-46,1.9359646799266352E-026,-3.79270266E+03,-2.72628675E+03,3.13513521E+03
38.3748218579,94.828493899999998,99.4099564018,112.478742174,7.75285309966,356.752663101,9.1389101829330313E-002,1.1421362197519E-45,1.2345003992984536E-026,-3.77372015E+03,-2.89422398E+03,3.25603748E+03
38.4553384586,182.74357000000001,181.721216084,231.601450343,8.54611516483,744.605433467,0.14269574422668677,1.2651460638141E-46,1.5510648031313144E-026,2.20782575E+03,9.84366851E+02,-1.6363821E+03
39.8383839282,183.85392700000000,-181.114135453,-219.638907777,7.58274245879,699.48715414,0.21075461073300256,1.3283626376972E-48,1.0758144032168146E-026,3.36506856E+03,3.57953462E+03,3.24632449E+03
38.4743758733,98.153187000000003,118.753875388,-368.284562589,32.6784256487,-128.227900716,7.5695793277554407E-002,1.7880095923028E-46,2.1441783419707359E-026,-1.3084409E+03,6.67684112E+02,-3.59773942E+03
37.6701183399,174.65841300000000,-172.574848077,518.444519174,36.0631003395,1372.62687958,8.9710039139719186E-002,1.6755052908264E-48,1.1110699272395425E-026,3.11541974E+03,1.34851875E+03,3.07126456E+03
38.813184212,183.73478100000000,183.640406247,-471.726165721,38.5648754351,486.140892728,0.12781710758068651,1.5270893832839E-46,1.7337779993393579E-026,3.10413074E+03,-3.78498987E+03,-3.43223588E+03
38.8454706729,183.79490000000001,184.07167863,285.192708475,21.9651015402,475.359214991,0.12591432509068856,2.7321648670588E-46,1.7538942136702710E-026,2.56057371E+03,-3.30494005E+03,2.69548301E+03
39.328010736,96.102986900000005,100.306382973,113.051636455,5.1882436466,441.220922374,0.11101987007692497,1.1591018191441E-45,9.2876905060902111E-027,-3.79023627E+03,-2.82736588E+03,3.25762017E+03
38.61899607,95.156051800000000,100.009990545,117.523968971,9.90292792453,313.445056105,0.15192453793587649,2.0778822501384E-45,8.9077398014674671E-027,-3.82810011E+03,-2.81972081E+03,3.12984349E+03
39.9422996656,180.73414099999999,181.33245369,-298.184635502,10.3458283574,508.370068105,0.22043425930311003,3.9676298156394E-46,1.0193053345911162E-026,3.07896583E+03,-3.89066944E+03,-3.47746995E+03
34.6251860713,89.669743699999998,93.7117921276,107.770612281,8.17054168062,345.296044602,0.11890171031355511,1.4612383231811E-45,7.9767055122500923E-027,-3.6151826E+03,-2.06611762E+03,-1.29364203E+03
36.8493563897,89.239188999999996,93.6999644373,108.774642828,6.05460500486,377.690223032,0.15273272072135025,1.8699869201938E-45,6.2849675876072250E-027,-3.83284873E+03,-2.75242166E+03,3.03848692E+03
38.2963818739,94.723730900000007,99.2153514925,110.809506614,5.46640846762,418.442266621,7.5159706267126480E-002,9.2049671696104E-46,1.3547092830600333E-026,-3.8658114E+03,-2.81291626E+03,3.05082782E+03
38.5988185585,175.25993600000001,-172.770058693,408.783592357,18.7607389294,1422.45232208,8.0671302705144776E-002,1.7268615299122E-48,1.3362576834760047E-026,-2.91100105E+03,1.23714347E+03,2.13335539E+03
38.5839277507,183.12266600000001,181.602051715,-468.951375129,14.9022149811,1238.24238072,0.14304853848306781,7.1119049774726E-48,1.5433784170570135E-026,2.90844608E+03,3.37415986E+03,3.15354272E+03
34.0817275045,92.560211400000000,-112.192877899,301.382099002,17.4689843408,120.075170744,6.9168576068728019E-002,7.2390299847164E-46,1.6295683134786202E-026,3.48368856E+03,6.68436545E+02,-2.84988391E+03
33.0061125251,91.941384999999997,-112.859456168,445.775527155,13.3196508528,117.375399499,6.8361200335982336E-002,3.7148401103555E-46,1.8077983582329324E-026,3.38075027E+03,4.95355639E+02,-2.98495374E+03
33.6483502428,91.332427199999998,-112.969382357,394.058552715,16.1732442862,116.350009621,6.5783970110959572E-002,7.7839355861424E-46,1.7876975985143975E-026,3.60335554E+03,6.55437829E+02,-2.72559373E+03
33.9783573763,91.237513100000001,-113.960775746,380.600999913,23.7309294914,116.275556975,6.3253658852527331E-002,3.3241551642622E-46,1.8639409346794888E-026,-1.53720454E+03,5.99135288E+02,1.88243894E+03
33.763637848,91.167490200000003,-113.184798338,341.655615095,23.5197909927,116.72976658,6.6753040372365249E-002,5.8700909591385E-46,1.7005336485381218E-026,3.47009817E+03,7.04395292E+02,-2.76962031E+03
33.6507372813,90.890389200000001,-113.330099497,356.617497324,22.9361144472,116.001610519,6.5641650194394524E-002,2.0209118208902E-46,1.7455332679548343E-026,3.53877393E+03,5.83533621E+02,-2.66275824E+03
33.2264376852,90.687917700000000,-111.839615211,311.660605292,23.9293591663,117.106768291,7.1516827273157932E-002,7.2359357388217E-46,1.5104133022464691E-026,3.52210839E+03,7.5078019E+02,-2.69307002E+03
33.3417003347,90.333741700000004,-114.3493216,454.192642442,20.0048519517,113.795209383,6.2169078604129464E-002,6.2583307595309E-46,1.9265152871601608E-026,3.53875243E+03,6.64341067E+02,-2.66406213E+03
33.2295223269,90.179823099999993,-113.019958738,348.951594359,25.7948633851,115.047295592,6.6666165879518485E-002,2.4660884336173E-46,1.6778400105698691E-026,3.55554056E+03,6.29474795E+02,-2.69388123E+03
33.1014432504,90.124962999999994,-109.127697386,326.123391048,11.2782584379,116.425640842,7.3592588880447216E-002,4.3928691653099E-46,1.3881666250934303E-026,3.94917133E+03,4.92663855E+02,-3.07301095E+03
33.2648755044,89.915705000000003,-109.184692987,345.748093299,11.0057584335,115.428421037,7.0219634589493443E-002,6.4541886006863E-46,1.4751279184672730E-026,3.4917007E+03,5.34973951E+02,-2.81686919E+03
33.1219896948,89.666097300000004,-110.710017295,294.453019763,21.5716772737,116.096910533,7.2937483262842259E-002,2.7272868319941E-46,1.3643105367783319E-026,3.96376102E+03,5.93421291E+02,-3.00590166E+03
32.8311638813,91.613182499999994,-108.554411743,261.340427736,14.748285732,122.224867536,8.7167676939748195E-002,7.1857890392916E-46,1.1143185417105857E-026,3.57629555E+03,6.11713984E+02,-2.92708969E+03
32.6042536473,91.044260699999995,-113.588963839,380.243070144,25.6361319035,116.654110854,7.0663873024256502E-002,3.4440796665813E-46,1.6822260575072286E-026,3.37830202E+03,6.47881831E+02,-2.80546849E+03
32.454257642,90.951200700000001,-114.05966708,517.97133835,18.9084328956,115.566994696,6.8150953715257395E-002,6.3711937937327E-46,1.8217137358100053E-026,3.58583876E+03,6.37773351E+02,-2.72004121E+03
32.9571943394,90.788326999999995,-109.00229367,338.521407703,10.5008847203,117.509835457,7.4614137734204555E-002,8.232806321691E-46,1.4327008409082939E-026,3.35744194E+03,5.67124861E+02,-2.86225958E+03
32.1753990418,90.709822399999993,-114.020476193,477.172898435,24.3557512998,115.80558785,6.9102157250220120E-002,1.7091453899703E-46,1.7918173712957811E-026,-1.58349153E+03,5.5946881E+02,1.88706494E+03
32.3397488715,90.748273400000002,-114.097533947,483.430057219,21.3772896458,115.393030453,6.8584234067493574E-002,4.3186858495333E-46,1.7951143361878339E-026,3.56915423E+03,6.18775816E+02,-2.74926271E+03
32.7546478068,90.403194299999996,-112.459173309,390.289331706,17.6289057849,115.244013884,6.8591022730842013E-002,6.3828968330803E-46,1.6859093094045596E-026,3.6077905E+03,6.29181704E+02,-2.69897745E+03
32.9085024566,90.392869399999995,-112.155572518,401.521318732,25.0030214803,115.299637092,6.5879181276221319E-002,8.2996522002558E-46,1.7978594142633957E-026,2.59861397E+03,1.24848035E+03,-8.76760391E+02
32.1599341622,90.247621300000006,-107.720744494,311.499530547,17.1543622698,121.320479158,0.11697439611019873,1.2493442814779E-46,9.4642006035904464E-027,3.46214772E+03,4.89807127E+02,-2.86065726E+03
32.6432768621,90.301439299999998,-112.514263392,370.656432889,20.3510962899,115.392036008,6.9633639573170272E-002,4.8512984909527E-46,1.6429019049205372E-026,3.50764324E+03,6.24054247E+02,-2.65965201E+03
32.4329518544,90.249902599999999,-107.09280957,316.167116779,14.1191246109,121.285330237,0.11894297355113666,1.3087963690353E-45,9.1946016677678146E-027,3.46625278E+03,6.61247852E+02,-2.90821018E+03
32.9845017613,90.197949800000004,-114.495282884,505.197744511,20.5921900366,113.78214134,6.2555590217158563E-002,3.5194145542057E-46,1.9553466064369772E-026,-1.58555402E+03,5.61003426E+02,1.84452373E+03
32.0977261866,89.949665100000004,-109.763432738,300.229773831,17.996708905,117.306968637,7.9743179205333983E-002,2.6080097848987E-46,1.2896322972483602E-026,3.4425775E+03,5.3640243E+02,-2.95289122E+03
32.3607954117,89.942812000000004,-110.483689044,351.608093549,14.6077659863,115.662486553,7.3395798868401405E-002,2.1301874227097E-46,1.4835417978572423E-026,3.39484929E+03,4.77781221E+02,-2.75956644E+03
32.4259030728,89.948372800000001,-113.350850144,407.415431266,23.2942325061,114.287789621,6.7949057184517506E-002,3.6701332566081E-46,1.7198256830295201E-026,3.45502561E+03,6.27547591E+02,-2.63700182E+03
32.3425283703,89.883044900000002,-110.678762546,336.097124439,16.7418596784,115.831990531,7.4150938503225364E-002,2.5457832635417E-46,1.4500319624368416E-026,3.52313425E+03,5.18009881E+02,-2.95731592E+03
32.3021722451,89.853478499999994,-113.033734868,410.831849721,21.2099092346,114.207682921,6.8535628687523525E-002,2.1660574438536E-46,1.7005899813123328E-026,3.56939674E+03,5.62411731E+02,-2.69410722E+03
32.5998825588,89.856166000000002,-109.538821228,304.812992863,15.9590330251,116.708716915,7.6431229173406140E-002,8.5885020742861E-46,1.3260449785070424E-026,3.35428026E+03,6.60582241E+02,-2.87704133E+03
32.0286688669,89.849302300000005,-112.638395407,463.895004812,16.6731398436,114.055849351,6.9509309853321419E-002,7.4566981630261E-46,1.6948036984219363E-026,3.32642244E+03,6.26129682E+02,-2.77335024E+03
32.6687714388,89.765605100000002,-112.759823386,381.100533462,21.0068345211,114.185509662,6.7534643598551922E-002,7.4893237468942E-47,1.6799523523936808E-026,3.52262682E+03,5.16064625E+02,-2.92906502E+03
32.1682465735,89.825033099999999,-111.542348848,405.366538993,15.0070018757,114.444405435,7.0691857807213085E-002,9.1521850681134E-46,1.6134096801951137E-026,3.34715259E+03,6.51734947E+02,-2.75528918E+03
32.1275050834,89.815152900000001,-112.398724968,432.925805417,16.7534819332,114.083647745,6.9408193746850547E-002,6.1961085240356E-46,1.6802085213614356E-026,3.60101299E+03,6.0439685E+02,-2.66030037E+03
32.0109393436,89.788052600000000,-111.995203333,411.793052066,16.773663788,114.359787446,7.0880369812193297E-002,7.8832967829034E-46,1.6257543063851260E-026,3.43403874E+03,6.44173986E+02,-2.78412383E+03
32.424438694,89.495800700000004,-107.721046539,443.232980423,18.0320457048,120.516939259,0.13015450682723359,4.7421630637098E-47,8.7781194302502055E-027,3.38417494E+03,4.77553489E+02,-2.93747509E+03
32.451845994,89.610627600000001,-107.81154127,385.575294908,19.0186615746,120.555476739,0.12851686636789852,5.6866498763144E-46,8.8036915353666673E-027,3.31833117E+03,5.8204552E+02,-2.96504182E+03
32.5282690314,89.655649299999993,-111.719446051,393.088670685,15.5915612796,113.995328959,6.8661281230781274E-002,7.5156063416706E-46,1.6320986545678564E-026,3.50111059E+03,6.25146442E+02,-2.87256259E+03
32.8294525641,89.643563099999994,-110.807324646,370.011679235,13.7469926147,114.287023054,6.8822668237286416E-002,7.9403269510427E-46,1.5738239370854831E-026,3.54443129E+03,6.14007412E+02,-2.92429864E+03
32.5594072222,89.621893099999994,-110.786298032,351.27152313,15.947677966,114.82123343,7.1251867414726611E-002,5.8622147179405E-46,1.5079327775279544E-026,3.63232512E+03,5.91834342E+02,-2.73076144E+03
32.2988521462,89.637059100000002,-112.729985763,445.290934313,29.6188953608,113.76667534,6.5893287989283206E-002,8.4605573655988E-46,1.8099061076998602E-026,2.56677545E+03,1.18832185E+03,-8.87898442E+02
32.0142987688,89.566674000000006,-114.207040794,498.54716389,23.4370012322,113.13435779,6.6862533867823953E-002,1.1770817058617E-46,1.8025644926911645E-026,3.59433676E+03,5.5672473E+02,-2.65227586E+03
32.1672931694,89.605504900000000,-113.057008317,400.815642925,23.817859293,113.886698771,6.9114535254086826E-002,6.2603997932675E-46,1.6644198334609997E-026,3.49041689E+03,7.04821584E+02,-2.63689515E+03
32.4133153383,89.511797200000004,-111.928199504,398.627505758,16.817388193,113.805766699,6.8348518428443583E-002,3.5010430536316E-47,1.6532535075964042E-026,3.68297088E+03,4.53358872E+02,-2.72279543E+03
32.7743899415,89.506719899999993,-114.556622754,444.115690543,26.009645461,112.68871801,6.3272905149050346E-002,6.093389698293E-47,1.8586352953413651E-026,3.63276506E+03,5.63378708E+02,-2.74649731E+03
32.7142013033,89.484594299999998,-106.075085901,418.147064197,11.6104578004,120.175618342,0.13061519646797817,1.0473926669517E-45,8.4799439697303149E-027,3.53325423E+03,5.5057631E+02,-2.99078425E+03
32.2985913519,89.462972100000002,-107.895460741,276.155466557,15.5387973433,117.888849263,8.3603918033743049E-002,3.5336711487115E-46,1.1129044843506943E-026,3.49013237E+03,5.29614949E+02,-2.91756502E+03
32.1998297366,89.470541499999996,-107.245827768,318.50407561,10.4122147793,116.506592868,8.0189929305704497E-002,7.0488032788405E-46,1.2202382640422505E-026,3.36284252E+03,5.29494457E+02,-2.86128375E+03
32.8504342701,89.443740500000004,-110.517725767,331.934864829,16.4564335588,114.812515257,7.0876112289163781E-002,4.5251393570997E-46,1.4610274564654178E-026,3.5643237E+03,5.66350078E+02,-2.93868085E+03
32.5521571701,89.440329399999996,-113.082552094,440.638105073,18.0244425757,112.860289477,6.5583004044369758E-002,7.5319750582642E-46,1.7576587339495470E-026,3.52152442E+03,6.63861243E+02,-2.79322542E+03
32.0648401062,89.359235900000002,-110.753052689,369.202822393,15.4246220913,114.393819921,7.2566395041360671E-002,8.3221340372668E-47,1.5020684415081629E-026,3.34255025E+03,4.51635705E+02,-2.90512868E+03
32.619223489,89.389060400000005,-105.971756494,397.218393031,11.7246861853,119.997410812,0.12937670707469529,1.1168740002712E-45,8.5019141840585684E-027,3.46162598E+03,5.63916658E+02,-2.98037242E+03
32.9582717874,89.386524800000004,-110.849559884,316.909038264,20.5393672943,114.928814697,7.0779061621785377E-002,4.8696592584887E-46,1.4424363589127296E-026,3.55858195E+03,6.33887376E+02,-2.85834565E+03
32.3236115566,89.336664499999998,-107.22109944,392.998600559,16.0902445614,119.914520989,0.12767965906384560,5.808005556726E-46,8.7458228874167795E-027,3.50073125E+03,5.473169E+02,-2.92496633E+03
32.2081265232,89.361520499999997,-112.716358174,456.202058413,16.9099480255,112.96728434,6.7529490814379159E-002,7.7399565189325E-46,1.7067630418674616E-026,3.30044035E+03,6.405465E+02,-2.76675371E+03
32.5391105065,89.349287399999994,-113.101166184,429.922465719,21.0119837254,113.068459707,6.5322585077714559E-002,6.0593842073966E-46,1.7637855968280851E-026,-1.68647971E+03,6.24765677E+02,1.78352362E+03
32.2485796589,89.192948000000001,-108.418376978,517.026706202,23.673141166,119.979528442,0.13035118172755231,2.4735741739429E-46,8.7378786682458007E-027,3.55759541E+03,5.8651324E+02,-2.77483425E+03
32.0366518382,89.286899300000002,-111.531754173,394.520894646,16.6826877267,113.704811075,7.0884555654806114E-002,5.5290728456144E-46,1.5683305852971907E-026,3.37637264E+03,5.82912323E+02,-2.78327986E+03
32.2645087189,89.265266900000000,-111.172269335,306.2911575,30.3947785729,115.306273035,7.4895788924018727E-002,3.5459959941778E-46,1.3722323771206833E-026,3.49565933E+03,7.1056638E+02,-2.74090513E+03
32.4054354294,89.230614299999999,-107.310082644,334.671065706,19.7336265386,120.062593909,0.12708064352959156,4.7471563663106E-46,8.6123495928356204E-027,3.5135817E+03,5.82411048E+02,-2.93432369E+03
32.7680013957,89.229901299999995,-107.580045389,274.949214539,14.5224387809,117.452075603,8.1195049740690958E-002,2.1193021947928E-46,1.1072516855269708E-026,3.38847584E+03,4.82723034E+02,-2.97406674E+03
32.1922080069,89.103202699999997,-106.599524521,323.464617983,15.4535528257,119.685431601,0.12199296168038878,5.806963947247E-47,8.7363186727284052E-027,3.48837269E+03,4.51032754E+02,-3.03832358E+03
32.1221407282,89.260336699999996,-112.106570366,424.884134222,28.7984838327,113.405158623,6.7049642153006947E-002,8.6728117052369E-46,1.7331391552585285E-026,2.51298827E+03,1.24549609E+03,-8.95556799E+02
32.6948591375,89.239871800000003,-113.383251449,466.643836059,17.4728091383,112.154560241,6.3686488765816368E-002,4.8813858379346E-46,1.8112799104056358E-026,3.60567469E+03,5.86468321E+02,-2.69593222E+03
32.7046066376,89.186959299999998,-113.205525036,370.60022465,28.6739627515,113.146723095,6.6343737036116110E-002,1.2365530279344E-46,1.6633312400954260E-026,3.22906328E+03,6.12319154E+02,-2.71992236E+03
32.4068575714,89.219020700000002,-103.848931669,320.272003824,8.36466781943,119.518721583,0.11611568648902047,1.1405681684507E-45,8.5691774853590406E-027,3.56682243E+03,5.63073869E+02,-2.91253756E+03
32.5616399349,89.196375700000004,-111.452506262,362.688405725,18.3634614524,113.727719789,6.9215684994150026E-002,3.2163736616698E-46,1.5507773402654060E-026,3.4325734E+03,5.54944279E+02,-2.83593269E+03
32.0444790188,89.162141300000002,-111.837530786,349.547324879,24.3174980595,114.108345288,7.2351747557570956E-002,3.624857075029E-46,1.4923082960716936E-026,3.39877246E+03,6.36928333E+02,-2.75564174E+03
32.1724799586,89.163119600000002,-105.236086074,320.383002775,10.0552599305,119.127037657,0.11602610316401130,1.088413141709E-45,8.7466768923635734E-027,4.0151841E+03,5.7233985E+02,-3.01453649E+03
32.0787659909,89.140346899999997,-110.646656675,321.31772606,21.7332804897,114.937464436,7.5247048159994487E-002,3.3799599257627E-46,1.3729875073612734E-026,3.53611835E+03,6.02772955E+02,-2.90428857E+03
32.7916970226,89.127778199999995,-110.664645201,375.939917444,13.7757295161,113.369778176,6.8097101293386433E-002,4.3173270228767E-46,1.5555531227462437E-026,3.37582347E+03,5.17591144E+02,-2.97051469E+03
32.3357359469,89.108297600000000,-106.332996934,395.622482416,13.080259509,119.545716804,0.12852450393366222,1.7227265443613E-45,8.5671909032213363E-027,3.45464773E+03,6.90095463E+02,-2.97815686E+03
32.0961285654,89.077080800000005,-109.579099598,323.987513418,15.1879077675,115.033766888,7.6574284499896839E-002,2.28503552334E-46,1.3180638264045668E-026,3.98148757E+03,4.94826052E+02,-2.92328843E+03
32.2902375381,89.045289999999994,-107.312249287,381.357471115,18.3288802384,119.556943217,0.12855932254365388,5.6199644707489E-46,8.5982528310399583E-027,3.47135702E+03,5.73652161E+02,-2.87451245E+03
32.3909551658,89.041845699999996,-110.276540321,324.138111224,18.3792300496,114.650164783,7.3621487562023552E-002,2.0025766637984E-46,1.3805536944054687E-026,3.42944079E+03,5.24395951E+02,-2.93015856E+03
32.7602204922,89.035353499999999,-110.162752757,290.663500028,25.1991870287,115.448059416,7.4603285193911267E-002,3.2921351701743E-46,1.2924742272320884E-026,3.44314713E+03,6.46253072E+02,-2.80435213E+03
32.0392443916,89.019399399999998,-113.988652545,447.375903968,26.9974176963,112.357954607,6.6932883354875683E-002,2.1632169990029E-46,1.7277978312854877E-026,3.54248287E+03,6.25817585E+02,-2.68964284E+03
32.747043097,89.041325400000005,-109.726265422,354.10694438,12.5184141629,113.882324795,7.0900163371559785E-002,4.2807153968002E-46,1.4323436429838155E-026,4.04979659E+03,5.06480318E+02,-3.08056308E+03
32.0811613466,88.853867300000005,-106.435695963,322.471526523,14.3676912124,119.073259893,0.12074963765319928,3.6587851359021E-47,8.6824005170268548E-027,4.01442316E+03,4.33906143E+02,-2.93424155E+03
32.2358667626,88.998443399999999,-106.449825683,314.457261789,9.83293573783,116.021318517,8.0916644099592677E-002,7.0878339965556E-46,1.1549712803325078E-026,3.42284358E+03,5.23591084E+02,-2.97098459E+03
32.1747958,89.008099999999999,-108.756508188,312.845889946,23.2668850737,115.423311918,7.4820644176337395E-002,9.4046422447967E-46,1.3602131736081609E-026,2.59148636E+03,1.07438895E+03,-9.07713527E+02
32.0321793425,88.975288800000001,-113.100759166,452.658840591,20.1630456059,112.308310114,6.7477541334575966E-002,7.4186302542649E-46,1.6936324590354607E-026,3.63946484E+03,6.8860057E+02,-2.67339364E+03
32.1735217827,88.969706700000003,-112.602635128,391.980318362,22.7404048235,112.866737358,6.8803043511184755E-002,6.9359016696336E-46,1.6054436957878899E-026,3.37607578E+03,7.07473122E+02,-2.75035737E+03
32.6241928434,88.952429899999998,-106.530359605,311.617670879,9.90838871666,115.78812131,7.7895339043417514E-002,1.0512380645337E-45,1.1916940391210432E-026,3.48538624E+03,6.34228825E+02,-2.83638005E+03
32.0401654038,88.885556500000007,-106.152139121,355.137605237,12.948746462,118.817603567,0.12222164844050364,6.7000144017444E-46,8.7119927243133102E-027,3.53693808E+03,5.2110263E+02,-2.98039112E+03
32.6774258925,88.891075499999999,-109.29675887,331.130303464,13.8849596585,114.286340536,7.2621744163585522E-002,5.2829829231696E-46,1.3598202530683812E-026,3.40375289E+03,5.43422396E+02,-2.90262383E+03
32.1067980211,88.831249400000004,-107.059664667,404.910681257,16.0301091567,118.92320574,0.12715417066400414,4.4656711325729E-46,8.6307402923020091E-027,3.45568127E+03,5.24449254E+02,-2.99145284E+03
32.105395297,88.884032000000005,-106.88004509,293.166152339,12.1533560488,116.50951389,8.3085139263560231E-002,8.6832326079407E-46,1.1011628992587189E-026,3.45267638E+03,5.9925956E+02,-2.86574004E+03
32.6335037139,88.850641400000001,-112.619187971,376.337520358,23.1646751521,112.580046776,6.6674989870952342E-002,2.7768810283346E-46,1.6172817602858747E-026,3.49002107E+03,6.0308222E+02,-2.79728203E+03
32.6141522343,88.709185300000001,-107.87604624,294.575007455,14.0195553067,115.671713145,7.7725427875425010E-002,1.1950760488898E-47,1.1829472072825876E-026,3.41507515E+03,4.10718143E+02,-2.95828842E+03
32.4218143247,88.816912900000005,-110.936642591,336.076405236,20.7642834262,113.750676749,7.1512462649610378E-002,3.4528709024697E-46,1.4339187335701153E-026,3.52617719E+03,5.93576325E+02,-2.83060325E+03
32.2246992562,88.816708399999996,-106.83024154,426.525790276,15.0692594164,118.931046455,0.12815490920218822,1.1745417317083E-45,8.4998510611284382E-027,3.43450989E+03,6.1642233E+02,-2.91307837E+03
32.5362924845,88.822793300000001,-111.762358276,341.658322445,24.5720432984,113.343354164,6.9712730431221198E-002,6.3551684387219E-46,1.4903210518380851E-026,3.30115948E+03,7.1927879E+02,-2.84769753E+03
32.4991947006,88.793771000000007,-113.717659264,469.044860558,20.1045415289,111.478494036,6.3918831344435198E-002,2.2593899571369E-46,1.7783045459245710E-026,3.33568479E+03,5.46879416E+02,-2.78909975E+03
32.4774209222,88.814132200000003,-106.863924493,257.410677572,16.8863442406,117.975244947,8.6494346064722213E-002,7.5775489010903E-46,9.7368266939569239E-027,3.43195044E+03,6.48320303E+02,-2.96201855E+03
32.3746132865,88.821093500000003,-113.132486674,436.874216113,21.9822882151,112.111556141,6.5228980354146399E-002,7.9531878203718E-46,1.7308450240180703E-026,-1.76416934E+03,6.84778127E+02,1.81892536E+03
32.4735149795,88.806038099999995,-109.579723332,345.092379734,14.0121977122,113.860162791,7.2430052934258221E-002,5.832830514303E-46,1.3884249001772545E-026,3.39221302E+03,5.5608664E+02,-2.96697782E+03
32.5270076261,88.807849399999995,-110.94698438,325.790397849,23.7014307696,113.940376804,7.1750057776587217E-002,7.4087701927832E-46,1.4063037377289912E-026,3.54058272E+03,7.47356546E+02,-2.66261036E+03
32.4201158854,88.761656700000003,-112.935484773,429.402051549,19.6582033785,111.846956494,6.5763894887472155E-002,7.2185399460806E-46,1.6877053370432728E-026,3.45165446E+03,6.76711359E+02,-2.83755611E+03
32.1933356867,88.680395300000001,-106.589220949,272.100250002,20.5214652308,119.259163121,0.11367454283945808,2.8570471152226E-46,8.4641155732682834E-027,3.43835746E+03,5.66905851E+02,-2.8092883E+03
32.4344282759,88.736686899999995,-109.675468633,341.676781301,14.6666302581,113.810332037,7.2624399816398996E-002,4.3568146290858E-46,1.3803077148983782E-026,3.37717034E+03,5.30373582E+02,-2.96701787E+03
32.1561163997,88.736298300000001,-112.818198298,413.618958694,22.0467720829,112.197568984,6.7724327989008348E-002,3.8814468462227E-46,1.6335743525966370E-026,3.63904228E+03,6.19046315E+02,-2.75860999E+03
32.0241725114,88.664771000000002,-108.563628319,305.03747222,15.911916089,115.238166439,7.9316625645729819E-002,3.0302074314953E-46,1.2017960091683207E-026,3.33801621E+03,5.16925743E+02,-2.99403921E+03
32.0821829896,88.641236100000000,-108.492220847,320.77527722,14.0438168645,114.734650249,7.7646584503470326E-002,2.920306373414E-46,1.2443480340722394E-026,3.46241785E+03,4.89928017E+02,-2.87590703E+03
32.0305253735,88.626875299999995,-111.3521199,362.496362615,20.3047275098,113.072338373,7.1627162372763176E-002,1.8987360454397E-46,1.4690400954723741E-026,3.35827786E+03,5.41046415E+02,-2.80462231E+03
32.3228419169,88.636530800000003,-105.892630433,283.670304362,11.2706538227,116.800230753,8.4748907684906408E-002,7.0744041160465E-46,1.0165661711891001E-026,3.57334079E+03,5.5036341E+02,-2.89346055E+03
32.3398779567,88.632811799999999,-113.847501871,489.761838104,20.1389988182,111.121284372,6.4177226752941158E-002,4.6414275545524E-46,1.7714084625184610E-026,3.36451974E+03,6.08815769E+02,-2.81588839E+03
32.308792385,88.613384199999999,-108.221010969,306.491691775,14.4163925392,115.049912352,7.7960419187558930E-002,4.2955818184954E-46,1.2024486254393971E-026,3.5018908E+03,5.28807108E+02,-2.86589583E+03
32.3397009639,88.605030900000003,-108.980312737,315.992073102,15.7174784385,114.436953093,7.5651238436835869E-002,8.1567653231876E-46,1.2710811544894351E-026,3.33990401E+03,6.41074706E+02,-2.78223854E+03
32.2743232046,88.553642800000006,-111.235349174,344.992121834,24.4598629435,113.301812231,7.0595667467105522E-002,5.3156298744369E-46,1.4653085961694355E-026,-1.7301388E+03,6.52564708E+02,1.81321895E+03
32.1331974344,88.482008399999998,-110.413602102,333.815727241,19.7460059831,113.562454438,7.3537677437037305E-002,1.0846001176442E-46,1.3651119027680883E-026,3.32044941E+03,5.11949216E+02,-2.85703278E+03
32.1315812164,88.521675700000003,-105.515982154,327.445124706,12.4114036172,118.381466518,0.12023425831821070,1.0788789016319E-45,8.3961810611864950E-027,3.4612069E+03,5.83000989E+02,-3.05982045E+03
32.4885766399,88.532204100000001,-115.413620367,545.481690774,26.1468109534,110.391747185,6.1478608525475410E-002,5.1711578738357E-46,1.8849073275474858E-026,3.49702681E+03,7.05482069E+02,-2.71000691E+03
32.2930176834,88.512090400000005,-112.537777038,405.527415153,21.2155939552,111.864259369,6.7256401983787892E-002,3.2130692208072E-46,1.6071578814133977E-026,3.53025897E+03,5.89671255E+02,-2.70664252E+03
32.2624461254,88.499584499999997,-112.354616419,389.385365189,21.89791957,112.102736663,6.8212751465124136E-002,2.5873170675148E-46,1.5665791844164746E-026,3.3091903E+03,5.77635065E+02,-2.85808667E+03
32.0033778691,88.527478400000007,-111.994368204,412.513151093,34.2214598076,112.237883962,6.7233821799515023E-002,7.6839190127185E-46,1.6558400956806342E-026,2.67402378E+03,1.28496631E+03,-8.86662284E+02
32.3249719274,88.517357200000006,-111.820155099,418.63604752,27.4048766582,111.996843746,6.5413468490083157E-002,7.6583993497008E-46,1.6903104888642949E-026,2.62758319E+03,1.32859316E+03,-8.76419725E+02
32.203971176,88.393900000000002,-111.320000959,342.657495887,21.7731644464,112.921023558,7.1649954960487788E-002,3.147588211158E-47,1.4188530568622658E-026,4.02733319E+03,5.09426035E+02,-3.0238604E+03
